initial_alias,converted_alias,name,description
ILMN_1804735,ENSG00000274276,CBSL,cystathionine beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829]
ILMN_1804737,ENSG00000162437,RAVER2,"ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]"
ILMN_1804738,ENSG00000103313,MEFV,"MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]"
ILMN_1804743,ENSG00000170832,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]
ILMN_1804766,ENSG00000257797,AC039056.1,"novel transcript, antisense to PLA2G4E"
ILMN_1804772,None,None,None
ILMN_1804775,ENSG00000241489,AC244197.3,novel protein
ILMN_1804775,ENSG00000241769,LINC00893,long intergenic non-protein coding RNA 893 [Source:HGNC Symbol;Acc:HGNC:44265]
ILMN_1804789,ENSG00000158941,CCAR2,cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]
ILMN_1804792,None,None,None
ILMN_1804798,ENSG00000102409,BEX4,brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]
ILMN_1804808,None,None,None
ILMN_1804812,ENSG00000153107,ANAPC1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]
ILMN_1804812,ENSG00000204745,AC083899.1,anaphase promoting complex subunit 1 (ANAPC1) pseudogene
ILMN_1804820,ENSG00000196705,ZNF431,zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]
ILMN_1804822,ENSG00000270299,AL121758.1,novel protein
ILMN_1804822,ENSG00000271303,SRXN1,sulfiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:16132]
ILMN_1804833,ENSG00000237517,DGCR5,DiGeorge syndrome critical region gene 5 [Source:HGNC Symbol;Acc:HGNC:16757]
ILMN_1804833,ENSG00000273032,DGCR9,DiGeorge syndrome critical region gene 9 [Source:HGNC Symbol;Acc:HGNC:17227]
ILMN_1804834,ENSG00000124596,OARD1,O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257]
ILMN_1804841,ENSG00000186153,WWOX,WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799]
ILMN_1804851,ENSG00000239789,MRPS17,mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]
ILMN_1804851,ENSG00000249773,AC092647.5,novel zinc finger protein 713 (ZNF713) and mitochondrial ribosomal protein S17 (MRPS17) protein
ILMN_1804854,ENSG00000044115,CTNNA1,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]
ILMN_1804863,ENSG00000119321,FKBP15,FKBP prolyl isomerase 15 [Source:HGNC Symbol;Acc:HGNC:23397]
ILMN_1804870,ENSG00000138669,PRKG2,protein kinase cGMP-dependent 2 [Source:HGNC Symbol;Acc:HGNC:9416]
ILMN_1804884,ENSG00000242259,C22orf39,chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]
ILMN_1804895,ENSG00000181016,LSMEM1,leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036]
ILMN_1804907,ENSG00000203581,OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8196]
ILMN_1804908,ENSG00000258655,ARHGAP5-AS1,ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279]
ILMN_1804929,ENSG00000180914,OXTR,oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]
ILMN_1804935,ENSG00000093134,VNN3,vanin 3 [Source:HGNC Symbol;Acc:HGNC:16431]
ILMN_1804938,ENSG00000163870,TPRA1,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]
ILMN_1804953,ENSG00000122483,CCDC18,coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]
ILMN_1804955,ENSG00000174080,CTSF,cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]
ILMN_1804958,ENSG00000067646,ZFY,zinc finger protein Y-linked [Source:HGNC Symbol;Acc:HGNC:12870]
ILMN_1804970,None,None,None
ILMN_1804976,ENSG00000103047,TANGO6,transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]
ILMN_1804988,ENSG00000165943,MOAP1,modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658]
ILMN_1804993,ENSG00000168754,FAM178B,family with sequence similarity 178 member B [Source:HGNC Symbol;Acc:HGNC:28036]
ILMN_1805003,None,None,None
ILMN_1805007,ENSG00000135622,SEMA4F,ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]
ILMN_1805011,ENSG00000227189,AC092535.2,novel transcript
ILMN_1805024,ENSG00000112851,ERBIN,erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]
ILMN_1805027,ENSG00000104892,KLC3,kinesin light chain 3 [Source:HGNC Symbol;Acc:HGNC:20717]
ILMN_1805028,None,None,None
ILMN_1805039,ENSG00000175497,DPP10,dipeptidyl peptidase like 10 [Source:HGNC Symbol;Acc:HGNC:20823]
ILMN_1805063,ENSG00000111305,GSG1,germ cell associated 1 [Source:HGNC Symbol;Acc:HGNC:19716]
ILMN_1805064,ENSG00000254911,SCARNA9,small Cajal body-specific RNA 9 [Source:HGNC Symbol;Acc:HGNC:32566]
ILMN_1805064,ENSG00000273885,AP003499.3,None
ILMN_1805064,ENSG00000275146,AP003499.4,None
ILMN_1805083,None,None,None
ILMN_1805098,ENSG00000123360,PDE1B,phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]
ILMN_1805104,ENSG00000183044,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
ILMN_1805111,ENSG00000185658,BRWD1,bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]
ILMN_1805127,ENSG00000157617,C2CD2,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ILMN_1805131,ENSG00000204237,OXLD1,oxidoreductase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27901]
ILMN_1805147,ENSG00000183549,ACSM5,acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]
ILMN_1805148,ENSG00000162994,CLHC1,clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453]
ILMN_1805149,ENSG00000105227,PRX,periaxin [Source:HGNC Symbol;Acc:HGNC:13797]
ILMN_1805151,None,None,None
ILMN_1805158,ENSG00000143498,TAF1A,"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]"
ILMN_1805161,ENSG00000099949,LZTR1,leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]
ILMN_1805161,ENSG00000285314,AC002470.2,novel transcript
ILMN_1805175,ENSG00000163235,TGFA,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ILMN_1805180,ENSG00000140326,CDAN1,codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]
ILMN_1805187,ENSG00000279474,AC125437.2,TEC
ILMN_1805192,ENSG00000148841,ITPRIP,"inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]"
ILMN_1805192,ENSG00000287779,AL162742.2,"inositol 1,4,5-triphosphate receptor interacting protein (ITPRIP) pseudogene"
ILMN_1805201,ENSG00000140464,PML,promyelocytic leukemia [Source:HGNC Symbol;Acc:HGNC:9113]
ILMN_1805216,ENSG00000183098,GPC6,glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]
ILMN_1805225,ENSG00000111684,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
ILMN_1805228,ENSG00000171236,LRG1,leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]
ILMN_1805241,None,None,None
ILMN_1805247,ENSG00000275066,SYNRG,synergin gamma [Source:HGNC Symbol;Acc:HGNC:557]
ILMN_1805251,ENSG00000218305,CDC14C,cell division cycle 14C [Source:HGNC Symbol;Acc:HGNC:22427]
ILMN_1805251,ENSG00000225705,AC004899.1,novel pseudogene similar to CDC14 cell division cycle 14 homolog C (S. cerevisiae) CDC14C
ILMN_1805258,ENSG00000278188,AC092854.1,None
ILMN_1805271,ENSG00000182903,ZNF721,zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]
ILMN_1805300,ENSG00000230154,AC018463.1,chromosome 1 open reading frame 80 (C1orf80) pseudogene
ILMN_1805329,ENSG00000183476,SH2D7,SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549]
ILMN_1805330,ENSG00000167487,KLHL26,kelch like family member 26 [Source:HGNC Symbol;Acc:HGNC:25623]
ILMN_1805342,ENSG00000229231,FEM1AP1,fem-1 homolog A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17219]
ILMN_1805342,ENSG00000235876,FEM1AP4,fem-1 homolog A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39832]
ILMN_1805342,ENSG00000265296,FEM1AP2,fem-1 homolog A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39830]
ILMN_1805342,ENSG00000280172,FP475955.4,fem-1 homolog a (C. elegans) (FEM1A) pseudogene
ILMN_1805344,ENSG00000108654,DDX5,DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]
ILMN_1805344,ENSG00000284564,MIR3064,microRNA 3064 [Source:HGNC Symbol;Acc:HGNC:41652]
ILMN_1805345,ENSG00000106330,MOSPD3,motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]
ILMN_1805371,ENSG00000099783,HNRNPM,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ILMN_1805376,ENSG00000157542,KCNJ6,potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267]
ILMN_1805377,None,None,None
ILMN_1805395,ENSG00000168056,LTBP3,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]
ILMN_1805396,ENSG00000182722,SEPHS1P1,selenophosphate synthetase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42161]
ILMN_1805403,None,None,None
ILMN_1805408,ENSG00000227579,AL136114.1,novel transcript
ILMN_1805410,ENSG00000166920,C15orf48,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
ILMN_1805410,ENSG00000284386,MIR147B,microRNA 147b [Source:HGNC Symbol;Acc:HGNC:33655]
ILMN_1805437,None,None,None
ILMN_1805439,ENSG00000223638,RFPL4A,ret finger protein like 4A [Source:HGNC Symbol;Acc:HGNC:16449]
ILMN_1805447,ENSG00000206120,EGFEM1P,"EGF like and EMI domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:25149]"
ILMN_1805448,ENSG00000079819,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
ILMN_1805449,ENSG00000139192,TAPBPL,TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]
ILMN_1805464,ENSG00000250488,LINC02233,long intergenic non-protein coding RNA 2233 [Source:HGNC Symbol;Acc:HGNC:53104]
ILMN_1805474,ENSG00000143633,C1orf131,chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
ILMN_1805481,ENSG00000066651,TRMT11,tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]
ILMN_1805512,ENSG00000101940,WDR13,WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]
ILMN_1805519,ENSG00000185275,CD24P4,CD24 molecule pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1649]
ILMN_1805519,ENSG00000272398,CD24,CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]
ILMN_1805526,None,None,None
ILMN_1805535,ENSG00000105053,VRK3,VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]
ILMN_1805536,ENSG00000232727,YWHAEP1,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49442]
ILMN_1805540,ENSG00000250072,SH3TC2-DT,SH3TC2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52905]
ILMN_1805541,None,None,None
ILMN_1805561,ENSG00000141469,SLC14A1,solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]
ILMN_1805590,ENSG00000128534,LSM8,"LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]"
ILMN_1805603,ENSG00000197748,CFAP43,cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]
ILMN_1805606,ENSG00000120278,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]
ILMN_1805636,ENSG00000161395,PGAP3,post-GPI attachment to proteins phospholipase 3 [Source:HGNC Symbol;Acc:HGNC:23719]
ILMN_1805643,ENSG00000188026,RILPL1,Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]
ILMN_1805645,ENSG00000179104,TMTC2,transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]
ILMN_1805646,ENSG00000141380,SS18,SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]
ILMN_1805652,ENSG00000175470,PPP2R2D,protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]
ILMN_1805654,ENSG00000170579,DLGAP1,DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]
ILMN_1805658,ENSG00000135521,LTV1,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]
ILMN_1805662,ENSG00000159069,FBXW5,F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]
ILMN_1805668,ENSG00000256229,ZNF486,zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807]
ILMN_1805673,ENSG00000160993,ALKBH4,"alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]"
ILMN_1805693,ENSG00000064547,LPAR2,lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]
ILMN_1805693,ENSG00000089639,GMIP,GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]
ILMN_1805695,None,None,None
ILMN_1805696,None,None,None
ILMN_1805701,None,None,None
ILMN_1805720,None,None,None
ILMN_1805726,ENSG00000179912,R3HDM2,R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]
ILMN_1805735,None,None,None
ILMN_1805737,ENSG00000067057,PFKP,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]"
ILMN_1805742,ENSG00000150990,DHX37,DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]
ILMN_1805747,None,None,None
ILMN_1805750,ENSG00000142089,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]
ILMN_1805766,ENSG00000184271,POU6F1,POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]
ILMN_1805773,ENSG00000111339,ART4,ADP-ribosyltransferase 4 (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726]
ILMN_1805778,ENSG00000183808,RBM12B,RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]
ILMN_1805788,ENSG00000134283,PPHLN1,periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]
ILMN_1805788,ENSG00000199886,RNU6-249P,"RNA, U6 small nuclear 249, pseudogene [Source:HGNC Symbol;Acc:HGNC:47212]"
ILMN_1805792,ENSG00000038382,TRIO,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]
ILMN_1805796,ENSG00000162076,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]
ILMN_1805799,ENSG00000116785,CFHR3,complement factor H related 3 [Source:HGNC Symbol;Acc:HGNC:16980]
ILMN_1805800,ENSG00000144566,RAB5A,"RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]"
ILMN_1805807,ENSG00000115194,SLC30A3,solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]
ILMN_1805812,ENSG00000136827,TOR1A,torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]
ILMN_1805823,ENSG00000125888,BANF2,barrier to autointegration factor 2 [Source:HGNC Symbol;Acc:HGNC:16172]
ILMN_1805826,ENSG00000134897,BIVM,"basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]"
ILMN_1805827,ENSG00000180817,PPA1,inorganic pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9226]
ILMN_1805828,ENSG00000100749,VRK1,VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]
ILMN_1805833,None,None,None
ILMN_1805842,ENSG00000022267,FHL1,four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]
ILMN_1805853,ENSG00000176531,PHLDB3,pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]
ILMN_1805863,ENSG00000167716,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]
ILMN_1805902,ENSG00000139610,CELA1,chymotrypsin like elastase 1 [Source:HGNC Symbol;Acc:HGNC:3308]
ILMN_1805903,ENSG00000147443,DOK2,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]
ILMN_1805916,ENSG00000184117,NIPSNAP1,nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]
ILMN_1805922,ENSG00000123179,EBPL,EBP like [Source:HGNC Symbol;Acc:HGNC:18061]
ILMN_1805922,ENSG00000260668,AC093536.1,emopamil binding protein-like (EBPL) pseudogene
ILMN_1805932,ENSG00000203872,C6orf163,chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]
ILMN_1805952,ENSG00000204176,SYT15,synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]
ILMN_1805952,ENSG00000277758,FO681492.1,synaptotagmin-15 [Source:NCBI gene;Acc:102724488]
ILMN_1805973,ENSG00000183150,GPR19,G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
ILMN_1805979,ENSG00000160219,GAB3,GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515]
ILMN_1805985,ENSG00000133302,SLF1,SMC5-SMC6 complex localization factor 1 [Source:HGNC Symbol;Acc:HGNC:25408]
ILMN_1805990,ENSG00000030110,BAK1,BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]
ILMN_1805990,ENSG00000175730,BAK1P1,BCL2 antagonist/killer 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:996]
ILMN_1805992,ENSG00000187164,SHTN1,shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319]
ILMN_1805993,ENSG00000215373,FAM90A5P,"family with sequence similarity 90 member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:32253]"
ILMN_1805993,ENSG00000223885,FAM90A13P,"family with sequence similarity 90 member A13, pseudogene [Source:HGNC Symbol;Acc:HGNC:32261]"
ILMN_1805993,ENSG00000230045,FAM90A15P,"family with sequence similarity 90 member A15, pseudogene [Source:HGNC Symbol;Acc:HGNC:32263]"
ILMN_1805993,ENSG00000285814,AC084121.9,Putative protein FAM90A14P  [Source:UniProtKB/Swiss-Prot;Acc:P0C7W9]
ILMN_1805995,ENSG00000163116,STPG2,sperm tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:28712]
ILMN_1805996,ENSG00000169375,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
ILMN_1805998,ENSG00000141428,C18orf21,chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]
ILMN_1806003,ENSG00000152582,SPEF2,sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]
ILMN_1806010,ENSG00000112659,CUL9,cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]
ILMN_1806015,ENSG00000185031,SLC2A3P2,solute carrier family 2 member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31074]
ILMN_1806017,ENSG00000092010,PSME1,proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]
ILMN_1806022,ENSG00000178222,RNF212,ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]
ILMN_1806023,ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
ILMN_1806030,ENSG00000118898,PPL,periplakin [Source:HGNC Symbol;Acc:HGNC:9273]
ILMN_1806032,ENSG00000122912,SLC25A16,solute carrier family 25 member 16 [Source:HGNC Symbol;Acc:HGNC:10986]
ILMN_1806037,ENSG00000167900,TK1,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]
ILMN_1806040,ENSG00000176890,TYMS,thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
ILMN_1806052,ENSG00000109103,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
ILMN_1806056,ENSG00000124469,CEACAM8,CEA cell adhesion molecule 8 [Source:HGNC Symbol;Acc:HGNC:1820]
ILMN_1806068,None,None,None
ILMN_1806075,ENSG00000243195,TUBBP11,tubulin beta class I pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42184]
ILMN_1806106,ENSG00000163938,GNL3,G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]
ILMN_1806115,None,None,None
ILMN_1806122,ENSG00000100888,CHD8,chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]
ILMN_1806123,ENSG00000214026,MRPL23,mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]
ILMN_1806147,ENSG00000162188,GNG3,G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]
ILMN_1806149,ENSG00000154102,C16orf74,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]
ILMN_1806165,ENSG00000173110,HSPA6,heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]
ILMN_1806165,ENSG00000225217,HSPA7,heat shock protein family A (Hsp70) member 7 [Source:HGNC Symbol;Acc:HGNC:5240]
ILMN_1806184,ENSG00000108510,MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]
ILMN_1806198,ENSG00000101842,VSIG1,V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]
ILMN_1806215,None,None,None
ILMN_1806242,ENSG00000059915,PSD,pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]
ILMN_1806266,ENSG00000138698,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]
ILMN_1806275,ENSG00000213638,ADAT3,adenosine deaminase tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]
ILMN_1806275,ENSG00000227500,SCAMP4,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
ILMN_1806284,ENSG00000161849,KRT84,keratin 84 [Source:HGNC Symbol;Acc:HGNC:6461]
ILMN_1806293,ENSG00000111052,LIN7A,"lin-7 homolog A, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17787]"
ILMN_1806294,ENSG00000177189,RPS6KA3,ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]
ILMN_1806304,ENSG00000197217,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]
ILMN_1806305,ENSG00000185900,POMK,protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]
ILMN_1806306,ENSG00000185518,SV2B,synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:HGNC:16874]
ILMN_1806310,ENSG00000148584,A1CF,APOBEC1 complementation factor [Source:HGNC Symbol;Acc:HGNC:24086]
ILMN_1806312,ENSG00000089063,TMEM230,transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]
ILMN_1806313,ENSG00000242389,RBMY1E,RNA binding motif protein Y-linked family 1 member E [Source:HGNC Symbol;Acc:HGNC:23916]
ILMN_1806319,ENSG00000165238,WNK2,WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14542]
ILMN_1806320,ENSG00000110841,PPFIBP1,PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
ILMN_1806328,ENSG00000175087,PDIK1L,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]
ILMN_1806330,ENSG00000278505,C17orf78,chromosome 17 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:26831]
ILMN_1806344,ENSG00000164438,TLX3,T cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532]
ILMN_1806349,ENSG00000130821,SLC6A8,solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]
ILMN_1806366,ENSG00000165675,ENOX2,ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]
ILMN_1806407,ENSG00000137872,SEMA6D,semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]
ILMN_1806408,ENSG00000072778,ACADVL,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]
ILMN_1806415,ENSG00000100271,TTLL1,tubulin tyrosine ligase like 1 [Source:HGNC Symbol;Acc:HGNC:1312]
ILMN_1806430,None,None,None
ILMN_1806432,ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
